NewsOutletCountry,Theme,ActionCountry,Actor,avg(Tone)
ID,PMESII-PT-Social ,SN,CHN,1.2460747145648514
ID,PMESII-PT-Social ,SN,RUS,-2.7901368803448148
ID,PMESII-PT-Social ,SN,USA,-1.8272837327451121
ID,PMESII-PT-Social ,TW,CHN,-3.1845388346910477
ID,PMESII-PT-Social ,TW,RUS,-2.385964583892089
ID,PMESII-PT-Social ,TW,USA,-2.385746360728235
ID,PMESII-PT-Social ,VM,CHN,3.3637218629160235
ID,PMESII-PT-Social ,VM,RUS,1.170173277457555
ID,PMESII-PT-Social ,VM,USA,1.92033061707342
JA,PMESII-PT-Economic ,CH,CHN,-1.226008507174568
JA,PMESII-PT-Economic ,CH,RUS,-2.3639932532202113
JA,PMESII-PT-Economic ,CH,USA,-1.4586652083307263
JA,PMESII-PT-Economic ,ID,CHN,-0.10442261397838593
JA,PMESII-PT-Economic ,ID,USA,0.5411891924298328
JA,PMESII-PT-Economic ,JA,CHN,-2.045036400117541
JA,PMESII-PT-Economic ,JA,RUS,-2.589419580040834
JA,PMESII-PT-Economic ,JA,USA,-0.7927090611421701
JA,PMESII-PT-Economic ,MY,CHN,1.8028037428855896
JA,PMESII-PT-Economic ,MY,USA,-1.5199867089589436
JA,PMESII-PT-Economic ,RP,CHN,-3.76815167400572
JA,PMESII-PT-Economic ,RP,USA,-0.5844997969957498
JA,PMESII-PT-Economic ,SN,CHN,0.06565866867701213
JA,PMESII-PT-Economic ,SN,USA,1.0997415570651783
JA,PMESII-PT-Economic ,TW,CHN,-2.1222504138946534
JA,PMESII-PT-Economic ,TW,USA,-0.890773226817449
JA,PMESII-PT-Economic ,VM,CHN,-1.7118367354075115
JA,PMESII-PT-Economic ,VM,RUS,0.0377998948097229
JA,PMESII-PT-Economic ,VM,USA,-1.178799533843994
JA,PMESII-PT-Information ,CH,CHN,-1.653041901687781
JA,PMESII-PT-Information ,CH,RUS,-2.0585763481530277
JA,PMESII-PT-Information ,CH,USA,-2.0322660946597657
JA,PMESII-PT-Information ,ID,CHN,1.3655172785123189
JA,PMESII-PT-Information ,ID,USA,1.8345183495964323
JA,PMESII-PT-Information ,JA,CHN,-2.996049986269913
JA,PMESII-PT-Information ,JA,RUS,-3.952895361643571
JA,PMESII-PT-Information ,JA,USA,-0.6626447287045028
JA,PMESII-PT-Information ,MY,CHN,0.2536551058292389
JA,PMESII-PT-Information ,MY,USA,0.5764979124069214
JA,PMESII-PT-Information ,RP,CHN,-3.6559713712105384
JA,PMESII-PT-Information ,RP,USA,-0.9422943294048309
JA,PMESII-PT-Information ,SN,CHN,-3.409090995788574
JA,PMESII-PT-Information ,SN,USA,3.549848031997681
JA,PMESII-PT-Information ,TW,CHN,-0.9592905822007552
JA,PMESII-PT-Information ,TW,USA,-0.3251055758446455
JA,PMESII-PT-Information ,VM,CHN,-2.7297261555989585
JA,PMESII-PT-Information ,VM,RUS,-2.874564528465271
JA,PMESII-PT-Infrastructure,CH,CHN,-1.9617477081764494
JA,PMESII-PT-Infrastructure,CH,RUS,-1.860208254793416
JA,PMESII-PT-Infrastructure,CH,USA,-1.9746294363978363
JA,PMESII-PT-Infrastructure,ID,CHN,0.7230040669441223
JA,PMESII-PT-Infrastructure,ID,USA,0.2651351997256279
JA,PMESII-PT-Infrastructure,JA,CHN,-2.620419244778653
JA,PMESII-PT-Infrastructure,JA,RUS,-2.3132946974244613
JA,PMESII-PT-Infrastructure,JA,USA,-1.8637317014939112
JA,PMESII-PT-Infrastructure,MY,CHN,-1.3475781480471294
JA,PMESII-PT-Infrastructure,MY,USA,-1.7735088765621185
JA,PMESII-PT-Infrastructure,RP,CHN,-3.9119877486812826
JA,PMESII-PT-Infrastructure,RP,USA,-2.3691786357334683
JA,PMESII-PT-Infrastructure,SN,CHN,1.5437872750418526
JA,PMESII-PT-Infrastructure,SN,USA,0.9289187490940094
JA,PMESII-PT-Infrastructure,TW,CHN,-2.0763368770187975
JA,PMESII-PT-Infrastructure,TW,USA,-1.175426776210467
JA,PMESII-PT-Infrastructure,VM,CHN,-1.8861302375793456
JA,PMESII-PT-Infrastructure,VM,RUS,1.1494252681732178
JA,PMESII-PT-Infrastructure,VM,USA,-1.1450671752293904
JA,PMESII-PT-Military ,CH,CHN,-2.7709647574073633
JA,PMESII-PT-Military ,CH,RUS,-2.0170446456624913
JA,PMESII-PT-Military ,CH,USA,-2.3021066844359868
JA,PMESII-PT-Military ,ID,CHN,-2.4768191973368325
JA,PMESII-PT-Military ,ID,RUS,0.4464285671710968
JA,PMESII-PT-Military ,ID,USA,-0.5548868536949157
JA,PMESII-PT-Military ,JA,CHN,-2.82676515984832
JA,PMESII-PT-Military ,JA,RUS,-2.8553024338207385
JA,PMESII-PT-Military ,JA,USA,-1.7636076892352002
JA,PMESII-PT-Military ,MY,CHN,-0.33557048439979553
JA,PMESII-PT-Military ,MY,RUS,-0.4524886906147003
JA,PMESII-PT-Military ,MY,USA,-4.391565839449565
JA,PMESII-PT-Military ,RP,CHN,-4.043591155900675
JA,PMESII-PT-Military ,RP,RUS,-1.2027491331100464
JA,PMESII-PT-Military ,RP,USA,-1.7424713854085316
JA,PMESII-PT-Military ,SN,CHN,-2.2040890216827393
JA,PMESII-PT-Military ,SN,USA,1.5385440289974213
JA,PMESII-PT-Military ,TW,CHN,-2.2614916093923427
JA,PMESII-PT-Military ,TW,USA,-1.7312837073748761
JA,PMESII-PT-Military ,VM,CHN,1.2814571857452393
JA,PMESII-PT-Military ,VM,RUS,-1.6693169474601746
JA,PMESII-PT-Military ,VM,USA,-11.320755004882812
JA,PMESII-PT-Not Assigned,CH,CHN,-3.1121828218007037
JA,PMESII-PT-Not Assigned,CH,RUS,-5.2493438720703125
JA,PMESII-PT-Not Assigned,CH,USA,-4.5783274583518505
JA,PMESII-PT-Not Assigned,ID,USA,-8.783783912658691
JA,PMESII-PT-Not Assigned,JA,CHN,-4.000646834572156
JA,PMESII-PT-Not Assigned,JA,RUS,-4.550272762775421
JA,PMESII-PT-Not Assigned,JA,USA,-1.9095213177303474
JA,PMESII-PT-Not Assigned,MY,USA,-4.494870662689209
JA,PMESII-PT-Not Assigned,RP,CHN,-3.9807209968566895
JA,PMESII-PT-Not Assigned,RP,USA,-3.468208074569702
JA,PMESII-PT-Not Assigned,SN,CHN,-2.8368794918060303
JA,PMESII-PT-Not Assigned,SN,USA,-4.18410062789917
JA,PMESII-PT-Not Assigned,TW,CHN,-3.7090819835662843
JA,PMESII-PT-Not Assigned,VM,CHN,-4.44444465637207
JA,PMESII-PT-Physical Environment ,CH,CHN,-2.3982507010277327
JA,PMESII-PT-Physical Environment ,CH,RUS,-2.1480118819645475
JA,PMESII-PT-Physical Environment ,CH,USA,-2.0394036280642074
JA,PMESII-PT-Physical Environment ,ID,CHN,-2.8996893564860025
JA,PMESII-PT-Physical Environment ,ID,RUS,0
JA,PMESII-PT-Physical Environment ,ID,USA,-0.3868913638095061
JA,PMESII-PT-Physical Environment ,JA,CHN,-2.3119411827260707
JA,PMESII-PT-Physical Environment ,JA,RUS,-2.366299406403587
JA,PMESII-PT-Physical Environment ,JA,USA,-0.858621891855535
JA,PMESII-PT-Physical Environment ,MY,CHN,2.419563810030619
JA,PMESII-PT-Physical Environment ,MY,USA,-4.391565839449565
JA,PMESII-PT-Physical Environment ,RP,CHN,-4.0642728725714345
JA,PMESII-PT-Physical Environment ,RP,USA,-2.434379728883505
JA,PMESII-PT-Physical Environment ,SN,CHN,-2.2789598306020102
JA,PMESII-PT-Physical Environment ,SN,USA,1.7825930714607239
JA,PMESII-PT-Physical Environment ,TW,CHN,-2.262205263763143
JA,PMESII-PT-Physical Environment ,TW,USA,-2.281726703924291
JA,PMESII-PT-Physical Environment ,VM,CHN,-1.4509002089500427
JA,PMESII-PT-Physical Environment ,VM,USA,-2.070957660675049
JA,PMESII-PT-Political,CH,CHN,-1.9683069445139094
JA,PMESII-PT-Political,CH,RUS,-1.7917132996102816
JA,PMESII-PT-Political,CH,USA,-1.7582017401558758
JA,PMESII-PT-Political,ID,CHN,-0.26987054612901473
JA,PMESII-PT-Political,ID,RUS,0.4464285671710968
JA,PMESII-PT-Political,ID,USA,-0.4975401480992635
JA,PMESII-PT-Political,JA,CHN,-2.1779027025397486
JA,PMESII-PT-Political,JA,RUS,-2.8429107594865934
JA,PMESII-PT-Political,JA,USA,-0.9294773146901524
JA,PMESII-PT-Political,MY,CHN,-1.4779145022233326
JA,PMESII-PT-Political,MY,RUS,-0.4524886906147003
JA,PMESII-PT-Political,MY,USA,-4.126897255579631
JA,PMESII-PT-Political,RP,CHN,-3.3756554703349653
JA,PMESII-PT-Political,RP,RUS,0
JA,PMESII-PT-Political,RP,USA,-1.7417857968999493
JA,PMESII-PT-Political,SN,CHN,-2.1966189866264663
JA,PMESII-PT-Political,SN,USA,0.8260386288166046
JA,PMESII-PT-Political,TW,CHN,-1.6642781367272506
JA,PMESII-PT-Political,TW,USA,-1.3268793041215223
JA,PMESII-PT-Political,VM,CHN,-1.0985398516058922
JA,PMESII-PT-Political,VM,RUS,-1.7798671483993531
JA,PMESII-PT-Political,VM,USA,-4.7154451459646225
JA,PMESII-PT-Social ,CH,CHN,-1.6815893752157656
JA,PMESII-PT-Social ,CH,RUS,-1.6132563622558818
JA,PMESII-PT-Social ,CH,USA,-1.5956009116762804
JA,PMESII-PT-Social ,ID,CHN,0.9156533241271972
JA,PMESII-PT-Social ,ID,RUS,0.5952380895614624
JA,PMESII-PT-Social ,ID,USA,-0.17011079628919734
JA,PMESII-PT-Social ,JA,CHN,-2.1706115688553793
JA,PMESII-PT-Social ,JA,RUS,-3.069493618212704
JA,PMESII-PT-Social ,JA,USA,-0.7095042659534301
JA,PMESII-PT-Social ,MY,CHN,0.6390851272477044
JA,PMESII-PT-Social ,MY,RUS,-0.4524886906147003
JA,PMESII-PT-Social ,MY,USA,-3.117643509592329
JA,PMESII-PT-Social ,RP,CHN,-3.764387342261105
JA,PMESII-PT-Social ,RP,RUS,-1.2027491331100464
JA,PMESII-PT-Social ,RP,USA,-1.5308272585272789
JA,PMESII-PT-Social ,SN,CHN,0.12729447203523972
JA,PMESII-PT-Social ,SN,USA,-0.4166393056511879
JA,PMESII-PT-Social ,TW,CHN,-2.081772041420977
JA,PMESII-PT-Social ,TW,USA,-1.7281335999568304
JA,PMESII-PT-Social ,VM,CHN,-1.1265671915478177
JA,PMESII-PT-Social ,VM,RUS,-1.7798671483993531
JA,PMESII-PT-Social ,VM,USA,-5.477759778499603
MY,PMESII-PT-Economic ,CH,CHN,0.6057178328653723
MY,PMESII-PT-Economic ,CH,RUS,-0.30071303296473717
MY,PMESII-PT-Economic ,CH,USA,-1.2949284764933076
MY,PMESII-PT-Economic ,ID,CHN,0.7139715939760208
MY,PMESII-PT-Economic ,ID,RUS,-0.9882970750331879
MY,PMESII-PT-Economic ,ID,USA,-0.5710353199870158
MY,PMESII-PT-Economic ,JA,CHN,-1.077477148600987
MY,PMESII-PT-Economic ,JA,RUS,-2.7989676793416343
MY,PMESII-PT-Economic ,JA,USA,-0.7199998238812322
MY,PMESII-PT-Economic ,MY,CHN,2.1971462385800598
MY,PMESII-PT-Economic ,MY,RUS,1.6911639709805333
MY,PMESII-PT-Economic ,MY,USA,0.02269701579442391
MY,PMESII-PT-Economic ,RP,CHN,-2.5535487757788764
MY,PMESII-PT-Economic ,RP,USA,-3.2402642275157727
MY,PMESII-PT-Economic ,SN,CHN,-0.050172239542007446
MY,PMESII-PT-Economic ,SN,RUS,-1.7870280345280964
MY,PMESII-PT-Economic ,SN,USA,0.40899210423231125
MY,PMESII-PT-Economic ,TW,CHN,-0.4033747768920401
MY,PMESII-PT-Economic ,TW,USA,-0.09007811099290848
MY,PMESII-PT-Economic ,VM,CHN,0.2607832280918956
MY,PMESII-PT-Economic ,VM,RUS,-1.9065184593200684
MY,PMESII-PT-Economic ,VM,USA,-0.47251172761122384
MY,PMESII-PT-Information ,CH,CHN,-0.4101765373381735
MY,PMESII-PT-Information ,CH,RUS,-1.2672255204783545
MY,PMESII-PT-Information ,CH,USA,-1.963146262292592
MY,PMESII-PT-Information ,ID,CHN,-1.0282322764396667
MY,PMESII-PT-Information ,ID,RUS,0.6144393086433411
MY,PMESII-PT-Information ,ID,USA,0.2791108218106357
MY,PMESII-PT-Information ,JA,CHN,-1.8890716722235084
MY,PMESII-PT-Information ,JA,RUS,-3.0131826400756836
MY,PMESII-PT-Information ,JA,USA,-0.9330946736865573
MY,PMESII-PT-Information ,MY,CHN,2.185490296424731
MY,PMESII-PT-Information ,MY,RUS,2.1701514985826282
MY,PMESII-PT-Information ,MY,USA,-0.05222033221146156
MY,PMESII-PT-Information ,RP,CHN,-3.0777559142846327
MY,PMESII-PT-Information ,RP,USA,-2.1960103869438172
MY,PMESII-PT-Information ,SN,CHN,-1.476382271448771
MY,PMESII-PT-Information ,SN,USA,-1.1025744859988873
MY,PMESII-PT-Information ,TW,CHN,0.6936560918887457
MY,PMESII-PT-Information ,TW,USA,-0.9119393944740295
MY,PMESII-PT-Information ,VM,CHN,1.3667825683951378
MY,PMESII-PT-Information ,VM,RUS,-3.4965035915374756
MY,PMESII-PT-Information ,VM,USA,-2.9521048940145054
MY,PMESII-PT-Infrastructure,CH,CHN,-0.49607176059408575
MY,PMESII-PT-Infrastructure,CH,RUS,-1.0083146675636894
MY,PMESII-PT-Infrastructure,CH,USA,-2.1100461531052557
MY,PMESII-PT-Infrastructure,ID,CHN,-1.136252984404564
MY,PMESII-PT-Infrastructure,ID,RUS,1.2428232630093892
MY,PMESII-PT-Infrastructure,ID,USA,-0.48928465366363527
MY,PMESII-PT-Infrastructure,JA,CHN,-3.2525834178223327
MY,PMESII-PT-Infrastructure,JA,RUS,-3.782775729894638
MY,PMESII-PT-Infrastructure,JA,USA,-1.0726089434491264
MY,PMESII-PT-Infrastructure,MY,CHN,1.5011945345792277
MY,PMESII-PT-Infrastructure,MY,RUS,-1.6274692918124951
MY,PMESII-PT-Infrastructure,MY,USA,-0.59472161777159
MY,PMESII-PT-Infrastructure,RP,CHN,-4.03056929765209
MY,PMESII-PT-Infrastructure,RP,RUS,-2.1276835203170776
MY,PMESII-PT-Infrastructure,RP,USA,-2.8506350124424156
MY,PMESII-PT-Infrastructure,SN,CHN,-1.7885511535055496
MY,PMESII-PT-Infrastructure,SN,RUS,-1.262080717086792
MY,PMESII-PT-Infrastructure,SN,USA,-1.4318176447822337
MY,PMESII-PT-Infrastructure,TW,CHN,-0.8487455764332333
MY,PMESII-PT-Infrastructure,TW,RUS,-0.4716981053352356
MY,PMESII-PT-Infrastructure,TW,USA,-1.8431082772357124
MY,PMESII-PT-Infrastructure,VM,CHN,0.4082840405977689
MY,PMESII-PT-Infrastructure,VM,RUS,0.8112815618515015
MY,PMESII-PT-Infrastructure,VM,USA,-2.8371562204862895
MY,PMESII-PT-Military ,CH,CHN,-2.405230543027507
MY,PMESII-PT-Military ,CH,RUS,-2.4338571644787277
MY,PMESII-PT-Military ,CH,USA,-2.651510166484605
MY,PMESII-PT-Military ,ID,CHN,-4.255709290504456
MY,PMESII-PT-Military ,ID,RUS,-0.8130814880132675
MY,PMESII-PT-Military ,ID,USA,-3.474318293424753
MY,PMESII-PT-Military ,JA,CHN,-2.114292233548266
MY,PMESII-PT-Military ,JA,RUS,-2.4983048268726895
MY,PMESII-PT-Military ,JA,USA,-2.227074073675351
MY,PMESII-PT-Military ,MY,CHN,0.09946689388509523
MY,PMESII-PT-Military ,MY,RUS,-1.8935123069866284
MY,PMESII-PT-Military ,MY,USA,-0.692272292993824
MY,PMESII-PT-Military ,RP,CHN,-4.526573056562079
MY,PMESII-PT-Military ,RP,RUS,-2.2496347427368164
MY,PMESII-PT-Military ,RP,USA,-2.5108899223177055
MY,PMESII-PT-Military ,SN,CHN,-3.6913543390600303
MY,PMESII-PT-Military ,SN,RUS,-3.2777580976486207
MY,PMESII-PT-Military ,SN,USA,-2.0564876115665984
MY,PMESII-PT-Military ,TW,CHN,-2.714711250260819
MY,PMESII-PT-Military ,TW,RUS,-0.4716981053352356
MY,PMESII-PT-Military ,TW,USA,-2.1435082677532646
MY,PMESII-PT-Military ,VM,CHN,-0.5379725213234241
MY,PMESII-PT-Military ,VM,USA,-3.5983604371547697
MY,PMESII-PT-Not Assigned,CH,CHN,-1.9769422058959174
MY,PMESII-PT-Not Assigned,CH,USA,-3.684280865797491
MY,PMESII-PT-Not Assigned,ID,CHN,-1.5597920417785645
MY,PMESII-PT-Not Assigned,ID,RUS,0.5970149040222168
MY,PMESII-PT-Not Assigned,ID,USA,-4.2918906344307794
MY,PMESII-PT-Not Assigned,JA,CHN,-4.7405426278710365
MY,PMESII-PT-Not Assigned,JA,USA,-4.905824648009406
MY,PMESII-PT-Not Assigned,MY,CHN,1.6570348086811246
MY,PMESII-PT-Not Assigned,MY,RUS,-6.212985396385193
MY,PMESII-PT-Not Assigned,MY,USA,-0.05322653707116842
MY,PMESII-PT-Not Assigned,RP,CHN,-6.469596019157996
MY,PMESII-PT-Not Assigned,RP,USA,-5.707123756408691
MY,PMESII-PT-Not Assigned,SN,CHN,-3.4625596046447753
MY,PMESII-PT-Not Assigned,SN,USA,-5.2994145154953
MY,PMESII-PT-Not Assigned,TW,CHN,-3.8475020438432694
MY,PMESII-PT-Not Assigned,TW,USA,-5.826533158620198
MY,PMESII-PT-Not Assigned,VM,CHN,-4.402506748835246
MY,PMESII-PT-Not Assigned,VM,USA,-9.627641677856445
MY,PMESII-PT-Physical Environment ,CH,CHN,-0.4679343378319445
MY,PMESII-PT-Physical Environment ,CH,RUS,-1.846618383338577
MY,PMESII-PT-Physical Environment ,CH,USA,-1.4143639343305372
MY,PMESII-PT-Physical Environment ,ID,CHN,0.3076284619478079
MY,PMESII-PT-Physical Environment ,ID,RUS,1.6814023057619731
MY,PMESII-PT-Physical Environment ,ID,USA,-2.4144883067519576
MY,PMESII-PT-Physical Environment ,JA,CHN,-1.811851611504188
MY,PMESII-PT-Physical Environment ,JA,RUS,-1.6911078929901122
MY,PMESII-PT-Physical Environment ,JA,USA,-1.4700892819091678
MY,PMESII-PT-Physical Environment ,MY,CHN,1.5022689688273452
MY,PMESII-PT-Physical Environment ,MY,RUS,-3.5026226705975003
MY,PMESII-PT-Physical Environment ,MY,USA,0.5242810738318174
MY,PMESII-PT-Physical Environment ,RP,CHN,-4.0183836413968
MY,PMESII-PT-Physical Environment ,RP,RUS,-2.18650484085083
MY,PMESII-PT-Physical Environment ,RP,USA,-3.204294023818748
MY,PMESII-PT-Physical Environment ,SN,CHN,-0.39945811927318575
MY,PMESII-PT-Physical Environment ,SN,RUS,-5.72019624710083
MY,PMESII-PT-Physical Environment ,SN,USA,-0.7779330992523361
MY,PMESII-PT-Physical Environment ,TW,CHN,-1.9480100535764926
MY,PMESII-PT-Physical Environment ,TW,USA,-2.412052341302236
MY,PMESII-PT-Physical Environment ,VM,CHN,-0.9456836753769925
MY,PMESII-PT-Physical Environment ,VM,RUS,1.9072364568710327
MY,PMESII-PT-Physical Environment ,VM,USA,2.3414681499654595
MY,PMESII-PT-Political,CH,CHN,-0.183025003490799
MY,PMESII-PT-Political,CH,RUS,-1.5297833199387993
MY,PMESII-PT-Political,CH,USA,-1.5175383140787828
MY,PMESII-PT-Political,ID,CHN,0.07253065249986118
MY,PMESII-PT-Political,ID,RUS,1.850330923284803
MY,PMESII-PT-Political,ID,USA,-1.4182544474800427
MY,PMESII-PT-Political,JA,CHN,-1.921120349882227
MY,PMESII-PT-Political,JA,RUS,-2.3931572318077086
MY,PMESII-PT-Political,JA,USA,-1.281193165938453
MY,PMESII-PT-Political,MY,CHN,2.075475103900342
MY,PMESII-PT-Political,MY,RUS,0.19813303031572482
MY,PMESII-PT-Political,MY,USA,-0.2828541045020891
MY,PMESII-PT-Political,RP,CHN,-3.7630498619640576
MY,PMESII-PT-Political,RP,RUS,-2.304147481918335
MY,PMESII-PT-Political,RP,USA,-3.0696807891130446
MY,PMESII-PT-Political,SN,CHN,-0.8094459297480406
MY,PMESII-PT-Political,SN,RUS,-0.6627007365226746
MY,PMESII-PT-Political,SN,USA,-0.2915998772998166
MY,PMESII-PT-Political,TW,CHN,-1.5146473324161835
MY,PMESII-PT-Political,TW,RUS,-0.4716981053352356
MY,PMESII-PT-Political,TW,USA,-0.871286396239255
MY,PMESII-PT-Political,VM,CHN,0.3489488392240471
MY,PMESII-PT-Political,VM,RUS,0.17690134048461914
MY,PMESII-PT-Political,VM,USA,-2.6448221197051387
MY,PMESII-PT-Social ,CH,CHN,0.26900162147714735
MY,PMESII-PT-Social ,CH,RUS,-0.47158686286554885
MY,PMESII-PT-Social ,CH,USA,-1.6116434156511374
MY,PMESII-PT-Social ,ID,CHN,-0.12752540278084137
MY,PMESII-PT-Social ,ID,RUS,0.5364340171217918
MY,PMESII-PT-Social ,ID,USA,-0.7830364238470793
MY,PMESII-PT-Social ,JA,CHN,-2.0614105677232146
MY,PMESII-PT-Social ,JA,RUS,-2.4010353565216063
MY,PMESII-PT-Social ,JA,USA,-1.5930508177469271
MY,PMESII-PT-Social ,MY,CHN,1.9641423802488585
MY,PMESII-PT-Social ,MY,RUS,0.34864456256230675
MY,PMESII-PT-Social ,MY,USA,-0.0916553789490386
MY,PMESII-PT-Social ,RP,CHN,-4.283222324406075
MY,PMESII-PT-Social ,RP,RUS,-2.23146382967631
MY,PMESII-PT-Social ,RP,USA,-3.694739555803741
MY,PMESII-PT-Social ,SN,CHN,-1.286521279811859
MY,PMESII-PT-Social ,SN,RUS,-2.5049306750297546
MY,PMESII-PT-Social ,SN,USA,-0.5417438325285912
MY,PMESII-PT-Social ,TW,CHN,-0.8851830506626563
MY,PMESII-PT-Social ,TW,RUS,-0.4716981053352356
MY,PMESII-PT-Social ,TW,USA,-1.5912411158735102
MY,PMESII-PT-Social ,VM,CHN,-0.019489565065928867
MY,PMESII-PT-Social ,VM,RUS,0.17690134048461914
MY,PMESII-PT-Social ,VM,USA,-3.638121969103813
RP,PMESII-PT-Economic ,CH,CHN,-0.16800257555226794
RP,PMESII-PT-Economic ,CH,RUS,-2.03123276270926
RP,PMESII-PT-Economic ,CH,USA,-0.695686087055358
RP,PMESII-PT-Economic ,ID,CHN,1.166872218899105
RP,PMESII-PT-Economic ,ID,RUS,-4.959384202957153
RP,PMESII-PT-Economic ,ID,USA,0.2183832327524821
RP,PMESII-PT-Economic ,JA,CHN,0.4200214684009552
RP,PMESII-PT-Economic ,JA,RUS,-0.792666420340538
RP,PMESII-PT-Economic ,JA,USA,0.8972074092730232
RP,PMESII-PT-Economic ,MY,CHN,2.6271423978301196
